player,team,iso_freq,tra_freq,prh_freq,prr_freq,postup_freq,spotup_freq,handoff_freq,cut_freq,iso_pts,tra_pts,prh_pts,prr_pts,postup_pts,spotup_pts,handoff_pts,cut_pts,on_ball_creation,off_ball_finishing,transition_impact,iso_impact,prh_impact,spotup_impact,overall_efficiency,play_diversity,pca1,pca2,cluster_kmeans,cluster_dbscan,cluster_kmodes,archetype
Rui Hachimura,WAS,0.059,0.207,0.023,0.095,0.098,0.228,0.0,0.147,0.92,1.12,1.4,0.91,0.72,0.88,0.0,1.18,0.18,0.47,0.23184000000000002,0.05428,0.0322,0.20064,0.9911668599869699,6.0,-3.15772817680336,3.8003328086715524,2,-1,1,✂️ Off-Ball Cutter / Finisher
De'Andre Hunter,ATL,0.04,0.14,0.19,0.032,0.022,0.342,0.074,0.026,1.0,1.11,0.69,0.89,1.26,1.01,0.81,1.36,0.326,0.4,0.15540000000000004,0.04,0.1311,0.34542,0.9508314076780239,4.0,-1.5755881465946888,0.023495995354067323,1,14,0,🎯 Spot-Up 3PT Shooter
Jeremy Lamb,CHA,0.073,0.135,0.35,0.0,0.0,0.205,0.076,0.026,0.81,1.1,1.01,0.0,0.0,1.03,0.84,1.33,0.499,0.23099999999999998,0.14850000000000002,0.05913,0.3535,0.21115,1.0065895942120353,5.0,1.9230034083753034,-0.7881807438344726,0,-1,2,⚡ Iso Creator / Star Guard
Evan Fournier,ORL,0.038,0.132,0.318,0.0,0.0,0.174,0.117,0.034,0.77,1.19,0.96,0.0,0.0,1.17,1.01,1.69,0.473,0.208,0.15708,0.02926,0.30528,0.20357999999999998,1.0711316099986081,4.0,1.3304954616383369,-1.172254129114573,0,-1,0,⚡ Iso Creator / Star Guard
Miles Bridges,CHA,0.049,0.149,0.073,0.059,0.078,0.37,0.031,0.051,0.77,0.94,0.97,0.72,1.09,1.0,0.54,1.28,0.231,0.48,0.14006,0.03773,0.07081,0.37,0.9629302314384531,6.0,-2.673360500425221,1.878505410756712,2,-1,1,✂️ Off-Ball Cutter / Finisher
Taurean Prince,BKN,0.045,0.186,0.074,0.04,0.0,0.421,0.049,0.018,0.78,0.98,0.66,0.75,0.0,0.91,0.57,1.06,0.16799999999999998,0.479,0.18228,0.0351,0.04884,0.38311,0.8719567816663183,3.0,-3.069784054750112,-2.1859663746823244,1,7,0,🎯 Spot-Up 3PT Shooter
Markelle Fultz,ORL,0.02,0.165,0.441,0.0,0.019,0.143,0.069,0.045,0.085,1.15,0.85,0.0,0.26,0.74,0.85,1.36,0.549,0.188,0.18975,0.0017000000000000001,0.37485,0.10581999999999998,0.8834922384883678,4.0,1.4932264805713855,-2.09589202282941,0,6,2,⚡ Iso Creator / Star Guard
Donte Divincenzo,MIL,0.039,0.241,0.194,0.0,0.0,0.212,0.08,0.074,0.92,1.08,0.81,0.0,0.0,0.97,1.2,1.3,0.313,0.286,0.26028,0.03588,0.15714,0.20564,1.0132619035556407,5.0,-0.7362103110651665,-1.6325231509218445,1,-1,0,🎯 Spot-Up 3PT Shooter
Danuel House jr.,HOU,0.017,0.255,0.025,0.067,0.0,0.448,0.029,0.063,0.91,1.28,0.56,0.86,0.0,1.0,1.11,1.2,0.07100000000000001,0.5780000000000001,0.3264,0.015470000000000001,0.014000000000000002,0.448,1.0722123881944554,4.0,-5.814901338008221,-1.6882314290923202,1,-1,1,🎯 Spot-Up 3PT Shooter
Danny Green,LAL,0.0,0.255,0.031,0.0,0.0,0.403,0.034,0.058,0.0,1.11,0.77,0.0,0.0,1.06,0.68,1.06,0.065,0.461,0.28305,0.0,0.02387,0.42718000000000006,1.048271445520779,3.0,-5.032936443107905,-3.299913902341929,1,15,0,🎯 Spot-Up 3PT Shooter
Justin Holiday,IND,0.0,0.225,0.049,0.0,0.0,0.363,0.049,0.056,0.0,1.24,0.67,0.0,0.0,1.1,1.48,1.16,0.098,0.419,0.279,0.0,0.032830000000000005,0.39930000000000004,1.143679243741672,3.0,-4.523001466403184,-3.2149620682823645,1,-1,1,🎯 Spot-Up 3PT Shooter
Joe Harris,BKN,0.0,0.129,0.043,0.033,0.0,0.275,0.138,0.054,0.0,1.29,0.7,1.0,0.0,1.19,1.0,1.32,0.181,0.362,0.16641,0.0,0.030099999999999995,0.32725,1.1399404744941362,4.0,-3.344356253730598,-1.3510775178664587,1,-1,1,🎯 Spot-Up 3PT Shooter
Cam Reddish,ATL,0.035,0.206,0.214,0.0,0.0,0.293,0.123,0.037,0.64,1.02,0.72,0.0,0.0,0.87,0.82,1.27,0.372,0.32999999999999996,0.21012,0.022400000000000003,0.15408,0.25490999999999997,0.8693392060910361,4.0,-0.724073722500904,-2.898623934624652,1,-1,0,🎯 Spot-Up 3PT Shooter
Brad Wanamaker,BOS,0.032,0.232,0.305,0.0,0.0,0.263,0.036,0.03,0.5,1.27,0.8,0.0,0.0,1.04,0.72,1.47,0.37299999999999994,0.29300000000000004,0.29464,0.016,0.244,0.27352000000000004,1.0002004443204895,3.0,-1.14852762732351,-2.6664456573039947,1,-1,0,🎯 Spot-Up 3PT Shooter
Terence Davis,TOR,0.03,0.247,0.178,0.0,0.0,0.296,0.024,0.06,1.31,1.09,0.66,0.0,0.0,1.13,0.54,1.34,0.23199999999999998,0.356,0.26923,0.0393,0.11748,0.33447999999999994,1.0225748490747606,4.0,-2.122259354765016,-1.7744853965143719,1,-1,0,🎯 Spot-Up 3PT Shooter
Langston Galloway,DET,0.0,0.174,0.078,0.025,0.0,0.348,0.139,0.018,0.0,1.35,0.77,1.0,0.0,1.22,0.8,1.09,0.21700000000000003,0.391,0.2349,0.0,0.06006,0.42455999999999994,1.1193606123793343,4.0,-3.871549609740149,-2.30954749310573,1,-1,0,🎯 Spot-Up 3PT Shooter
Garrett Temple,BKN,0.041,0.16,0.147,0.022,0.0,0.371,0.045,0.034,0.64,1.3,0.58,1.13,0.0,0.99,1.26,0.7,0.23299999999999998,0.42700000000000005,0.20800000000000002,0.026240000000000003,0.08525999999999999,0.36729,0.9660365841877603,3.0,-2.9231957079681594,-2.3485628075459664,1,7,0,🎯 Spot-Up 3PT Shooter
Dorian Finney-Smith,DAL,0.0,0.175,0.034,0.077,0.0,0.425,0.017,0.077,0.0,1.26,0.82,1.0,0.0,1.03,0.46,1.43,0.051000000000000004,0.579,0.22049999999999997,0.0,0.027880000000000002,0.43775,1.0944844706900816,4.0,-5.930467491020168,-0.5499443271781588,1,-1,1,🎯 Spot-Up 3PT Shooter
Ricky Rubio,PHO,0.023,0.147,0.393,0.0,0.0,0.245,0.071,0.02,0.96,0.99,0.77,0.0,0.0,1.0,0.88,0.79,0.48700000000000004,0.265,0.14553,0.02208,0.30261000000000005,0.245,0.882647385002617,4.0,1.1839783494798468,-2.697962394250329,0,8,0,⚡ Iso Creator / Star Guard
Lauri Markkanen,CHI,0.016,0.17,0.024,0.154,0.038,0.314,0.027,0.063,0.83,1.09,1.0,0.95,0.68,0.96,0.85,1.17,0.105,0.531,0.18530000000000002,0.01328,0.024,0.30144,0.983647641459494,4.0,-4.0055751480689565,1.2904025960677032,2,-1,0,✂️ Off-Ball Cutter / Finisher
Derrick White,SAS,0.027,0.176,0.315,0.016,0.0,0.293,0.037,0.019,0.8,1.05,1.0,1.33,0.0,1.08,1.48,1.36,0.379,0.328,0.1848,0.0216,0.315,0.31644,1.0642355593836517,3.0,-0.41546280109605704,-1.4565631057820796,1,-1,0,🎯 Spot-Up 3PT Shooter
Monte Morris,DEN,0.031,0.177,0.417,0.0,0.0,0.18,0.071,0.057,0.85,1.17,0.92,0.0,0.0,1.02,1.02,1.38,0.5189999999999999,0.237,0.20708999999999997,0.02635,0.38364,0.18359999999999999,1.0201071800427577,5.0,1.311155782884155,-1.353397510373432,0,-1,0,⚡ Iso Creator / Star Guard
Tomas Satoransky,CHI,0.038,0.161,0.32,0.0,0.0,0.25,0.06,0.044,0.96,1.14,0.77,0.0,0.0,0.9,0.57,1.13,0.418,0.294,0.18353999999999998,0.03648,0.2464,0.225,0.8881328741258502,4.0,0.3081514776337892,-1.9456317483420282,0,4,0,⚡ Iso Creator / Star Guard
Kristaps Porzingis,DAL,0.042,0.094,0.014,0.156,0.151,0.258,0.018,0.07,0.54,1.21,0.44,1.17,0.81,1.0,1.0,1.58,0.22499999999999998,0.484,0.11374,0.022680000000000002,0.0061600000000000005,0.258,1.0386176823927549,5.0,-3.659635873135846,3.256356871238816,2,9,1,✂️ Off-Ball Cutter / Finisher
Kevin Huerter,ATL,0.022,0.168,0.291,0.0,0.0,0.223,0.133,0.025,0.69,1.05,0.81,0.0,0.0,1.22,0.81,1.0,0.446,0.248,0.17640000000000003,0.015179999999999997,0.23571,0.27206,0.9652900220820304,4.0,0.3404852395461204,-2.7461417937875265,0,-1,0,⚡ Iso Creator / Star Guard
Avery Bradley,LAL,0.0,0.215,0.152,0.023,0.0,0.29,0.113,0.066,0.0,1.17,0.81,1.7,0.0,0.8,1.02,1.21,0.265,0.379,0.25155,0.0,0.12312000000000001,0.23199999999999998,0.9789173446112721,5.0,-2.8637714466361617,-1.6155530677988599,1,10,0,🎯 Spot-Up 3PT Shooter
Jae Crowder,MIA,0.0,0.25,0.102,0.0,0.0,0.28,0.091,0.039,0.0,0.94,0.98,0.0,0.0,0.76,0.93,1.05,0.193,0.319,0.235,0.0,0.09996,0.21280000000000002,0.8836482928036112,4.0,-1.9383271705700216,-3.2224430963880892,1,-1,0,🎯 Spot-Up 3PT Shooter
Kelly Oubre jr.,PHO,0.031,0.225,0.151,0.0,0.0,0.261,0.094,0.092,0.87,1.23,0.92,0.0,0.0,1.02,0.92,1.14,0.276,0.353,0.27675,0.02697,0.13892,0.26622,1.0541217786251502,5.0,-1.900222777692142,-1.4858279801922056,1,-1,0,🎯 Spot-Up 3PT Shooter
Jerami Grant,DEN,0.04,0.11,0.033,0.11,0.078,0.353,0.04,0.123,0.9,1.19,0.73,1.21,0.95,1.07,0.97,1.46,0.19100000000000003,0.586,0.1309,0.036000000000000004,0.02409,0.37771,1.1209470111376019,5.0,-4.382406036961635,2.9019269577780213,2,-1,1,✂️ Off-Ball Cutter / Finisher
Davis Bertans,WAS,0.0,0.231,0.31,0.055,0.0,0.314,0.067,0.048,0.0,1.36,0.59,1.05,0.0,1.21,0.9,1.32,0.377,0.417,0.31416000000000005,0.0,0.18289999999999998,0.37994,1.0325951209438096,5.0,-3.4308204242306766,-2.057098178926082,1,11,0,🎯 Spot-Up 3PT Shooter
D.J. Augustin,ORL,0.061,0.105,0.538,0.0,0.0,0.141,0.056,0.016,0.6,1.0,0.94,0.0,0.0,1.14,1.03,1.0,0.655,0.15699999999999997,0.105,0.0366,0.5057200000000001,0.16073999999999997,0.9615485267594891,5.0,3.6956425399019714,-1.4482326856359005,0,3,2,⚡ Iso Creator / Star Guard
Josh Richardson,PHI,0.032,0.12,0.303,0.0,0.0,0.225,0.118,0.029,1.12,0.98,0.85,0.0,0.0,0.93,0.88,1.13,0.45299999999999996,0.254,0.1176,0.035840000000000004,0.25755,0.20925000000000002,0.9151753314205862,4.0,1.471577931739494,-1.9185844157311958,0,6,0,⚡ Iso Creator / Star Guard
Tyler Herro,MIA,0.034,0.12,0.303,0.0,0.0,0.174,0.161,0.034,0.69,1.09,0.71,0.0,0.0,1.31,0.98,1.0,0.498,0.208,0.1308,0.023459999999999998,0.21513,0.22794,0.9553389818942628,4.0,1.1784509895675497,-2.4721544851420942,0,8,0,⚡ Iso Creator / Star Guard
Jarrett Culver,MIN,0.061,0.161,0.208,0.0,0.0,0.247,0.103,0.066,0.7,0.81,0.78,0.0,0.0,0.69,0.93,1.2,0.372,0.313,0.13041,0.042699999999999995,0.16224,0.17043,0.8046926704436257,6.0,0.6124307247375291,-1.3900188563688463,0,4,0,⚡ Iso Creator / Star Guard
Draymond Green,GSW,0.031,0.149,0.084,0.084,0.089,0.311,0.022,0.073,0.71,0.88,0.61,0.76,0.65,0.79,0.6,1.0,0.226,0.468,0.13112,0.02201,0.05124,0.24569000000000002,0.7804863573185215,6.0,-2.521709297408942,0.9317735998989721,2,-1,1,✂️ Off-Ball Cutter / Finisher
Dario Saric,PHO,0.023,0.114,0.028,0.107,0.097,0.309,0.018,0.138,0.75,1.09,1.37,1.16,1.05,0.94,1.17,1.11,0.166,0.554,0.12426000000000001,0.01725,0.038360000000000005,0.29046,1.0438129483887137,5.0,-3.6202024287784798,3.4868859597982493,2,9,1,✂️ Off-Ball Cutter / Finisher
Paul Millsap,DEN,0.063,0.141,0.025,0.065,0.153,0.204,0.0,0.144,0.78,1.21,0.93,1.22,0.86,1.2,0.0,1.18,0.241,0.413,0.17060999999999998,0.04914,0.023250000000000003,0.24479999999999996,1.0925786149778887,6.0,-3.1929150550290135,4.264598210346707,2,-1,1,✂️ Off-Ball Cutter / Finisher
Michael Porter jr.,DEN,0.047,0.188,0.045,0.0,0.028,0.207,0.08,0.147,1.14,1.15,0.48,0.0,1.08,1.19,0.92,1.49,0.2,0.354,0.21619999999999998,0.053579999999999996,0.021599999999999998,0.24632999999999997,1.1598113191916288,4.0,-2.566521140989384,0.4432097825803296,1,-1,0,🎯 Spot-Up 3PT Shooter
Lonzo Ball,NOP,0.036,0.187,0.264,0.0,0.0,0.311,0.04,0.022,0.52,0.9,0.58,0.0,0.0,0.99,0.97,1.1,0.33999999999999997,0.333,0.1683,0.01872,0.15312,0.30789,0.8267790688060709,3.0,-0.7864780511930114,-3.371236640002742,1,-1,0,🎯 Spot-Up 3PT Shooter
Kentavious Caldwell-Pope,LAL,0.0,0.265,0.101,0.02,0.0,0.292,0.095,0.052,0.0,1.19,0.84,0.67,0.0,1.11,0.83,1.53,0.196,0.364,0.31535,0.0,0.08484,0.32412,1.0862060592894474,5.0,-3.674521779866288,-1.9316344310348872,1,11,0,🎯 Spot-Up 3PT Shooter
Matisse Thybulle,PHI,0.0,0.247,0.042,0.0,0.0,0.44,0.051,0.051,0.0,1.15,0.79,0.0,0.0,0.92,0.41,1.53,0.093,0.491,0.28404999999999997,0.0,0.03318,0.4048,0.9879302033839588,4.0,-4.92289925611981,-2.7272520334415704,1,15,0,🎯 Spot-Up 3PT Shooter
Malik Beasley,DEN,0.0,0.19,0.125,0.0,0.0,0.344,0.142,0.052,0.0,1.25,0.57,0.0,0.0,1.03,0.68,1.36,0.267,0.39599999999999996,0.2375,0.0,0.07125,0.35431999999999997,0.97344665770991,5.0,-3.210226168530592,-2.9096614670164653,1,-1,0,🎯 Spot-Up 3PT Shooter
Wesley Matthews,MIL,0.031,0.231,0.078,0.0,0.022,0.296,0.127,0.057,0.8,1.04,0.82,0.0,0.82,1.14,0.82,1.14,0.258,0.353,0.24024,0.024800000000000003,0.06396,0.33743999999999996,1.013776720886251,5.0,-2.231871882184895,-1.3104111941803955,1,12,0,🎯 Spot-Up 3PT Shooter
Luke Kennard,DET,0.036,0.159,0.279,0.0,0.0,0.228,0.123,0.041,0.93,1.11,0.96,0.0,0.0,1.22,0.92,1.47,0.438,0.269,0.17649,0.033479999999999996,0.26784,0.27816,1.073210160423545,4.0,0.4561607737920662,-1.524991022991891,0,4,0,⚡ Iso Creator / Star Guard
Tony Snell,DET,0.024,0.163,0.116,0.0,0.0,0.39,0.085,0.033,1.1,1.32,0.98,0.0,0.0,1.11,1.14,1.29,0.22500000000000003,0.42300000000000004,0.21516000000000002,0.026400000000000003,0.11368,0.43290000000000006,1.1437854486513126,4.0,-2.5494509260323532,-1.5324007376870317,1,-1,0,🎯 Spot-Up 3PT Shooter
Josh Okogie,MIN,0.018,0.239,0.046,0.0,0.0,0.35,0.102,0.083,1.5,0.99,0.62,0.0,0.0,0.89,0.79,1.43,0.16599999999999998,0.433,0.23661,0.026999999999999996,0.02852,0.3115,0.9581145573292189,4.0,-2.7773236002612,-2.1014280468873987,1,7,0,🎯 Spot-Up 3PT Shooter
Nemanja Bjelica,SAC,0.032,0.128,0.033,0.104,0.093,0.274,0.0,0.059,0.68,1.17,0.81,1.27,0.81,1.26,0.0,1.44,0.158,0.437,0.14976,0.02176,0.026730000000000004,0.34524000000000005,1.1560995834632095,5.0,-3.883051416953674,3.0008523985717566,2,-1,1,✂️ Off-Ball Cutter / Finisher
Pat Connaughton,MIL,0.0,0.153,0.066,0.027,0.0,0.331,0.079,0.139,0.0,0.91,0.63,0.5,0.0,1.02,0.93,1.26,0.14500000000000002,0.49700000000000005,0.13923,0.0,0.04158,0.33762000000000003,0.9818113195197343,5.0,-3.9317949981890252,-1.29623842235625,1,-1,0,🎯 Spot-Up 3PT Shooter
Dillon Brooks,MEM,0.042,0.187,0.226,0.0,0.016,0.213,0.139,0.02,0.6,1.03,0.89,0.0,0.6,1.0,0.9,1.12,0.42300000000000004,0.23299999999999998,0.19261,0.0252,0.20114,0.213,0.9360023713689177,4.0,0.4482757737165814,-1.995534024291242,0,4,0,⚡ Iso Creator / Star Guard
Justine Winslow,Unknown,0.0,0.133,0.303,0.0,0.0,0.218,0.0,0.079,0.0,0.96,0.54,0.0,0.0,0.64,0.0,1.15,0.303,0.297,0.12768000000000002,0.0,0.16362000000000002,0.13952,0.7116916770645407,4.0,-0.709773598840942,-2.3296872599912417,1,-1,0,🎯 Spot-Up 3PT Shooter
Blake Griffin,DET,0.093,0.108,0.202,0.078,0.166,0.178,0.036,0.036,0.81,1.25,0.87,0.73,0.91,0.75,0.33,0.92,0.49700000000000005,0.292,0.135,0.07533000000000001,0.17574,0.1335,0.8612820503218708,6.0,0.5025056535044418,2.9615827746867183,2,13,1,✂️ Off-Ball Cutter / Finisher
Damian Lillard_aug_gauss,POR,0.17971197695233596,0.09464882428542487,0.5225760952160874,0.0018570121690001285,0.0,0.043863187215450156,0.05022780334615275,0.013499816229066583,1.0697159406601997,1.1649997954369882,1.1573352904350611,0.02211092433319083,0.0015494015350167375,1.1977110259137376,1.0963460916356753,1.1510802283882862,0.7525158755145761,0.05922001561351687,0.11026586093087141,0.19224076647347219,0.6047957569313307,0.052535422959663146,1.1369182162146143,4.0,6.543258610589733,0.8324134367338042,0,-1,2,⚡ Iso Creator / Star Guard
Lebron James_aug_gauss,LAL,0.17586159285732894,0.19283217698167743,0.2795271699879512,0.00790142834125693,0.10050778225096228,0.0587909669047513,0.039178489748624847,0.032755589092257426,0.8927582061920024,1.1279359330404601,0.99444013130448,1.090388775824362,0.9796847158303217,1.0129470816874337,0.7490712734444579,1.3957812627454476,0.5950750348448672,0.09944798433826565,0.21750234146405148,0.15700188017737726,0.27797303562598785,0.05955213835575033,1.0076890111902297,5.0,3.155196316747514,2.707781882063867,0,-1,2,⚡ Iso Creator / Star Guard
Luka Doncic_aug_gauss,DAL,0.1488031356253659,0.10616023854176335,0.4675769264285606,0.0022289963141405534,0.033696601514554794,0.05704057429741816,0.05253082769514755,0.018029007356487565,1.0325662942640692,0.9631837545090134,1.034448808014282,0.006599838868978144,1.0227380169901992,0.9314959650392414,1.0418289975814905,1.4723210039824788,0.7026074912636289,0.07729857796804629,0.10225181713822809,0.15364910232755777,0.4836843941990061,0.05313306480156608,1.0252827600729124,5.0,5.658959054837568,1.7319608467416645,0,-1,2,⚡ Iso Creator / Star Guard
Jayson Tatum_aug_gauss,BOS,0.15958629378413913,0.14015278143775703,0.2571482506856169,0.030246389426584728,0.05112015153386824,0.1304934777447688,0.06016182629331642,0.023989521528608646,0.9953481344237938,1.238762751980582,1.012777874315308,1.2075260367929008,0.8305116846606463,1.067709179607363,0.822209251819799,1.2660852032751062,0.5280165222969407,0.18472938869996217,0.17361604523156893,0.15884391979765036,0.260434058713279,0.13932908406697878,1.0447204210960364,6.0,2.441702538820792,2.8522385998475497,0,-1,2,⚡ Iso Creator / Star Guard
Giannis Antetokounmpo_aug_gauss,MIL,0.15066179373046412,0.2687935839032871,0.06540885987262027,0.06508715169687483,0.11928446152533183,0.1020984354918148,0.012726809319293226,0.06620754102712696,0.8844547014529909,1.1429141587444844,1.1011880106270064,1.1896289890927565,0.9099745734859144,1.0010845093833436,1.3584919243482723,1.2867888692123286,0.3480819244477094,0.2333931282158166,0.30720799282274036,0.13325353179424973,0.07202745228051134,0.10220916220313037,1.0622030299692893,7.0,-0.11869309518461017,3.783947411333797,2,-1,1,✂️ Off-Ball Cutter / Finisher
Kawhi Leonard_aug_gauss,LAC,0.1480672635803702,0.13550353078653368,0.3253023924429382,0.011246312452328346,0.10281593653097597,0.11329496696120629,0.03616355533038969,0.010019761270527769,1.058128045850719,1.2326173883334035,0.9755501526783042,0.9972002729821253,1.0000673614140883,1.1294546782123502,0.6970956899249409,1.6249784406264132,0.6123491478846741,0.1345610406840624,0.16702400822805208,0.15667412426676045,0.31734879861432597,0.12796153045224812,1.0477370002729791,5.0,3.1553406279810545,3.0502416870794065,0,-1,2,⚡ Iso Creator / Star Guard
DeMar DeRozan_aug_gauss,SAS,0.1359094885012058,0.12974544388859008,0.3489704518636312,0.0,0.09299309779692365,0.11912290455032132,0.03736516060094665,0.02816648840823182,1.1142152053070276,1.2187958066624007,1.0420756154873227,0.0,1.05971771866951,0.9081840617054889,1.0658969778814809,1.2924677829358144,0.6152381987627072,0.14728939295855314,0.15813320294496538,0.15143241863354412,0.3636535984126826,0.10818552329666609,1.0716258679729656,5.0,3.592905539699628,2.2151436372873077,0,-1,2,⚡ Iso Creator / Star Guard
Pascal Siakam_aug_gauss,TOR,0.1746117579131814,0.21373078070260187,0.14253594558200391,0.03595459144172345,0.1226195277330185,0.14410298313351683,0.038854266587084046,0.04562142417485144,0.8626955957071879,1.1710508425404247,0.8218350503615101,1.1386387313390958,0.9395957743007366,1.0124412184082292,0.839863248494019,1.5076602025468437,0.47862149781528784,0.2256789987500917,0.2502896108186047,0.1506367945103913,0.11714103601571164,0.1458957998199583,1.0038102400591542,5.0,0.7168072151603335,2.8427375973720665,0,13,0,⚡ Iso Creator / Star Guard
Spencer Dinwiddie_aug_gauss,BKN,0.14650520900598513,0.13690521524505062,0.479103587027768,0.0,0.001691163973804871,0.10995272573298369,0.024379118125966888,0.015393713602095726,0.9553006191092619,1.0549127649276953,0.9066552589724837,0.08283473968868175,0.009724062227995947,1.0232309482309287,0.761059057335956,1.6327789433808513,0.6516790781335249,0.1253464393350794,0.1444230591471776,0.1399565168661494,0.43438178677130684,0.11250703181233614,0.9573737783331792,4.0,4.498687041641717,0.009067697534281105,0,-1,2,⚡ Iso Creator / Star Guard
Devin Booker_aug_gauss,PHX,0.11210054846963564,0.18906096843485692,0.2684519227205016,0.007722028282793041,0.0528382975293321,0.0847401265734984,0.08171732296051569,0.045361962581855646,0.9216859191680035,1.1871494562620077,0.9195513855593626,0.6202583824348746,0.9430568743175328,1.0567225450853905,1.0032224335745776,1.577699848159148,0.5151080916799851,0.13782411743814707,0.224443625877809,0.10332149705547346,0.2468553374937122,0.08954680222360537,1.0360352915412814,6.0,2.106775217954336,1.7441430774347684,0,-1,2,⚡ Iso Creator / Star Guard
Shai Gilgeous-Alexander_aug_gauss,OKC,0.13974498727942547,0.17136042310619787,0.391815218842931,0.0,0.0022325759583534015,0.18274475329952505,0.045660002974495094,0.020608856082365085,0.9973517028344562,1.1397610662679916,0.9545382431429544,0.012680857495225514,0.0,1.1016160997788087,0.7726529478272275,1.081791526023465,0.579452785055205,0.20335360938189015,0.19530993855565426,0.1393749010257144,0.3740026106310036,0.20131456238486337,1.0140531147807017,4.0,2.8644785483657627,-0.6954478444708049,0,0,0,⚡ Iso Creator / Star Guard
Brandon Ingram_aug_gauss,NOP,0.13768957519908478,0.18536170590888104,0.2321184788479749,0.01056432333704455,0.0364773829849086,0.21003388920804034,0.05526775420062848,0.02674975690225065,0.9672490404791124,1.1490019914222862,0.9015284067659325,1.9651910223345577,0.667896326379208,1.13129336648488,1.1233974802742355,1.5181365245809064,0.46155319123259675,0.24734796944733553,0.21298096922273646,0.13318010949529135,0.20926140241674662,0.23760994559807627,1.0520999172498082,5.0,0.81962741991776,1.7573327431518317,0,-1,0,⚡ Iso Creator / Star Guard
CJ McCollum_aug_gauss,POR,0.13210467591348654,0.14830400465498048,0.3547742923642101,0.0,0.0017129331287596863,0.13714033491538458,0.05799087316412908,0.018741491224472825,0.885707416494413,1.1082500994354596,0.9307555925987446,0.018305772128504504,0.0,1.1596667360477626,0.9785537761887788,1.0173482724381469,0.5465827745705854,0.1558818261398574,0.16435792790555898,0.11700609121016588,0.33020815672825066,0.15903708457182106,0.9948922253621746,5.0,3.1287772148957944,-0.45737564117001067,0,0,2,⚡ Iso Creator / Star Guard
Zach Lavine_aug_gauss,CHI,0.11194818115743163,0.14824462026416357,0.3788054522577518,0.0,0.007081559945709546,0.1057182430281604,0.08741610769764077,0.04558600771223417,0.9190979871912197,1.1878392963166853,0.8887112273810487,0.0,0.5447471826391033,0.9516588277911877,0.962396852023894,1.3987436532256627,0.5852513010585337,0.15130425074039455,0.1760907854173183,0.10289134797151345,0.33664865841461983,0.10060769923632303,0.9809992166838916,5.0,3.121762221012007,0.1338174281721775,0,-1,2,⚡ Iso Creator / Star Guard
Julius Randle_aug_gauss,NYK,0.15121143100673215,0.11051597414227843,0.06270564670395606,0.0987055645632179,0.14872813939333498,0.194645641497253,0.030392240820120858,0.05506571072678259,0.765335974556197,0.9970682348031478,0.9439185194255278,0.9314040467889545,0.8696141485448151,0.828887264659196,0.9855785144736469,1.4845042241398276,0.3930374579241441,0.3484169167872535,0.11019196725559187,0.1157275479135745,0.05918902119641844,0.16133929335849254,0.9148415859473168,7.0,0.20950137488538628,4.551282381217192,2,-1,1,✂️ Off-Ball Cutter / Finisher
Khris Middleton_aug_gauss,MIL,0.12695119897786553,0.17878689306209342,0.24293950928588787,0.0061035263967612954,0.08866937044690029,0.13093273253476567,0.049045598898361596,0.027905346584296074,1.0291163458207744,1.1731327419210549,0.9869283383318345,1.1897096776122549,1.0505636602784438,1.333249288211009,1.246670535653787,1.4180690497626487,0.5076056776090152,0.16494160551582304,0.20974075807748008,0.130647553989667,0.2397638862146726,0.17456597245549874,1.122764538894671,5.0,1.7421634811283804,2.4099381528694765,0,-1,0,⚡ Iso Creator / Star Guard
Bradley Beal_aug_gauss,WAS,0.09301583877387928,0.17114959371565464,0.3210056520711668,0.0,0.010365834440873663,0.09674458924770658,0.0984137117563965,0.0371216690315102,0.9079723627000336,1.1659361377411128,0.9712964770140076,0.009999665688922861,0.891247283160308,1.060000577300857,1.0102053863153566,1.3332853267688065,0.5228010370423163,0.13386625827921678,0.199549496272791,0.08445581090004457,0.31179165895830857,0.10254932045330326,1.0346450489281136,5.0,2.587189070642216,0.21263404977035288,0,1,2,⚡ Iso Creator / Star Guard
Jrue Holiday_aug_gauss,NOP,0.09777268810826951,0.19073219394887353,0.3296905360320891,0.009761799513608527,0.009968270582827392,0.17275751161266772,0.07012253985232536,0.030415576210876566,1.0881178465318282,1.029773930121691,0.7877360089712995,1.2629181767720175,1.1039438916972453,0.9367744791560659,1.043579764923389,1.240544624651967,0.5075540345755114,0.21293488733715282,0.19641104096346412,0.10638820683399831,0.25970910704952627,0.1618348279612548,0.9422370439118805,5.0,1.7449614208503896,0.5806483210463229,0,-1,2,⚡ Iso Creator / Star Guard
Malcolm Brogdon_aug_gauss,IND,0.15131733675514203,0.11376603574885417,0.4311277265449997,0.0003012131292725154,0.003918020157177291,0.08890404683004634,0.06957794811768651,0.01527918013157044,0.9250044086113657,0.9178199844973249,0.9053467203059128,0.00932419454571923,0.04053204300706148,0.9395074408491475,0.771725822859464,1.4965897874291705,0.6559410315750054,0.1044844400908893,0.10441674116733546,0.13996920359783702,0.3903200732604599,0.0835260135184296,0.9093607087606594,5.0,5.041499098716175,0.1660451082720888,0,-1,2,⚡ Iso Creator / Star Guard
